question_text,company,difficulty,question_type,topics,source,answer_text,category,tags,constraints,examples,hints
"Given a list of numbers, can you return the outliers?",,medium,coding,programming,kojino/120-DS-Questions,- sort then select the highest and the lowest 2.5%,,,,,
When can parallelism make your algorithms run faster?,,medium,coding,programming,kojino/120-DS-Questions,"When could it make your algorithms run slower?
  - Ask someone for more details.
  - compute in parallel when communication cost < computation cost
    - ensemble trees
    - minibatch
    - cross validation
    - forward propagation
    - minibatch
    - not suitable for online learning",,,,,
What are the different types of joins? What are the differences between them?,,medium,coding,programming,kojino/120-DS-Questions,"- (INNER) JOIN: Returns records that have matching values in both tables
    LEFT (OUTER) JOIN: Return all records from the left table, and the matched records from the right table
    RIGHT (OUTER) JOIN: Return all records from the right table, and the matched records from the left table
    FULL (OUTER) JOIN: Return all records when there is a match in either left or right table",,,,,
Why might a join on a subquery be slow? How might you speed it up?,,medium,coding,programming,kojino/120-DS-Questions,- Change the subquery to a join.,,,,,
Describe the difference between primary keys and foreign keys in a SQL database.,,medium,coding,programming,kojino/120-DS-Questions,- Primary keys are columns whose value combinations must be unique in a specific table so that each row can be referenced uniquely. Foreign keys are columns that references columns (often primary keys) in other tables.,,,,,
"Given a COURSES table with columns course_id and course_name, a FACULTY table with columns faculty_id and faculty_name, and a COURSE_FACULTY table with columns faculty_id and course_id, how would you return a list of faculty who teach a course given the name of a course?",,medium,coding,programming,kojino/120-DS-Questions,- select faculty_name from faculty_id c join (select faculty_id from (select course_id from COURSES where course_name=xxx) as a join COURSE_FACULTY b on a.course_id = b.course_id) d on c.faculty_id = d.faculty_id,,,,,
"Given a IMPRESSIONS table with ad_id, click (an indicator that the ad was clicked), and date, write a SQL query that will tell me the click-through-rate of each ad by month.",,medium,coding,programming,kojino/120-DS-Questions,"- select id, average(click) from (select count(click) as click from IMPRESSIONS group by id,month(date)) group by id",,,,,
Write a query that returns the name of each department and a count of the number of employees in each:,,medium,coding,programming,kojino/120-DS-Questions,"EMPLOYEES containing: Emp_ID (Primary key) and Emp_Name  
EMPLOYEE_DEPT containing: Emp_ID (Foreign key) and Dept_ID (Foreign key)  
DEPTS containing: Dept_ID (Primary key) and Dept_Name
  - select Dept_Name, count(1) from DEPTS a right join EMPLOYEE_DEPT b on a.Dept_id = b.Dept_id group by Dept_Name",,,,,
"In an A/B test, how can you check if assignment to the various buckets was truly random?",,hard,stats,statistical_inference,kojino/120-DS-Questions,"- Plot the distributions of multiple features for both A and B and make sure that they have the same shape. More rigorously, we can conduct a permutation test to see if the distributions are the same.
  - MANOVA to compare different means",,,,,
"What might be the benefits of running an A/A test, where you have two buckets who are exposed to the exact same product?",,hard,stats,statistical_inference,kojino/120-DS-Questions,- Verify the sampling algorithm is random.,,,,,
What would be the hazards of letting users sneak a peek at the other bucket in an A/B test?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- The user might not act the same suppose had they not seen the other bucket. You are essentially adding additional variables of whether the user peeked the other bucket, which are not random across groups.",,,,,
What would be some issues if blogs decide to cover one of your experimental groups?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- Same as the previous question. The above problem can happen in larger scale.,,,,,
How would you conduct an A/B test on an opt-in feature?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- Ask someone for more details.,,,,,
"How would you run an A/B test for many variants, say 20 or more?",,hard,stats,statistical_inference,kojino/120-DS-Questions,"- one control, 20 treatment, if the sample size for each group is big enough.
  - Ways to attempt to correct for this include changing your confidence level (e.g. Bonferroni Correction) or doing family-wide tests before you dive in to the individual metrics (e.g. Fisher's Protected LSD).",,,,,
How would you run an A/B test if the observations are extremely right-skewed?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- lower the variability by modifying the KPI
  - cap values
  - percentile metrics
  - log transform
  - <https://www.quora.com/How-would-you-run-an-A-B-test-if-the-observations-are-extremely-right-skewed>",,,,,
I have two different experiments that both change the sign-up button to my website. I want to test them at the same time. What kinds of things should I keep in mind?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- exclusive -> ok,,,,,
What is a p-value? What is the difference between type-1 and type-2 error?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- A p-value is defined such that under the null hypothesis less than the fraction p of events have parameter values more extreme than the observed parameter. It is not the probability that the null hypothesis is wrong. 
  - type-1 error: rejecting Ho when Ho is true
  - type-2 error: not rejecting Ho when Ha is true",,,,,
